busco	PHYALNI_010932-T1	35
busco	PHYGONAP_011657-T1	35
busco	PHYSUEDO_006562-T1	35
RXLR	PHYSUEDO_001911-T1	53
RXLR	PHYGONAP_007810-T1	90
RXLR	PHYSUEDO_001444-T1	90
busco	PHYALNI_001952-T1	104
busco	PHYGONAP_004428-T1	104
busco	PHYSUEDO_004020-T1	104
busco	PHYGONAP_013669-T1	111
busco	PHYALNI_009023-T1	151
busco	PHYGONAP_006155-T1	151
busco	PHYSUEDO_008903-T1	151
busco	PHYALNI_005464-T1	154
busco	PHYSUEDO_009875-T1	154
busco	PHYALNI_006900-T1	157
busco	PHYGONAP_020430-T1	157
busco	PHYSUEDO_012880-T1	157
RXLR	PHYALNI_010091-T1	168
RXLR	PHYSUEDO_005384-T1	168
busco	PHYALNI_000643-T1	171
busco	PHYSUEDO_003859-T1	171
busco	PHYALNI_005368-T1	176
busco	PHYGONAP_017358-T1	176
busco	PHYSUEDO_003169-T1	176
busco	PHYALNI_005214-T1	203
busco	PHYGONAP_017220-T1	203
busco	PHYSUEDO_000253-T1	203
busco	PHYALNI_004300-T1	223
busco	PHYGONAP_014775-T1	223
busco	PHYSUEDO_011197-T1	223
busco	PHYALNI_005881-T1	240
busco	PHYGONAP_006716-T1	240
busco	PHYSUEDO_008067-T1	240
RXLR	PHYALNI_003532-T1	250
busco	PHYGONAP_001255-T1	255
busco	PHYSUEDO_013511-T1	255
RXLR	PHYGONAP_017922-T1	273
busco	PHYALNI_011184-T1	274
busco	PHYGONAP_001058-T1	274
busco	PHYSUEDO_014304-T1	274
busco	PHYALNI_011949-T1	286
busco	PHYGONAP_012211-T1	286
busco	PHYSUEDO_014382-T1	286
busco	PHYALNI_005038-T1	293
busco	PHYGONAP_005552-T1	293
busco	PHYSUEDO_006787-T1	293
busco	PHYALNI_005039-T1	294
busco	PHYGONAP_005551-T1	294
busco	PHYSUEDO_006788-T1	294
busco	PHYALNI_003067-T1	315
busco	PHYSUEDO_005002-T1	315
busco	PHYGONAP_006849-T1	315
busco	PHYALNI_001784-T1	320
busco	PHYGONAP_005569-T1	320
busco	PHYSUEDO_012036-T1	320
busco	PHYALNI_006695-T1	371
busco	PHYGONAP_016006-T1	371
busco	PHYSUEDO_010105-T1	371
busco	PHYALNI_010271-T1	381
busco	PHYGONAP_023133-T1	381
busco	PHYSUEDO_007522-T1	381
busco	PHYALNI_010255-T1	382
busco	PHYGONAP_020245-T1	382
