RXLR	PHYGONAP_005830-T1	48
RXLR	PHYALNI_002898-T1	52
RXLR	PHYGONAP_015333-T1	97
RXLR	PHYSUEDO_002038-T1	121
RXLR	PHYSUEDO_004235-T1	121
RXLR	PHYSUEDO_007231-T1	121
RXLR	PHYSUEDO_001772-T1	123
RXLR	PHYSUEDO_008618-T1	123
RXLR	PHYSUEDO_011752-T1	154
RXLR	PHYSUEDO_011753-T1	154
RXLR	PHYSUEDO_014627-T1	154
RXLR	PHYALNI_001182-T1	157
RXLR	PHYSUEDO_014425-T1	182
RXLR	PHYGONAP_008037-T1	207
RXLR	PHYALNI_010732-T1	209
RXLR	PHYGONAP_012243-T1	279
RXLR	PHYGONAP_017049-T1	279
RXLR	PHYGONAP_009243-T1	338
RXLR	PHYGONAP_009808-T1	338
RXLR	PHYGONAP_011372-T1	365
RXLR	PHYGONAP_012131-T1	365
RXLR	PHYGONAP_018529-T1	365
RXLR	PHYSUEDO_002584-T1	365
RXLR	PHYSUEDO_002588-T1	365
RXLR	PHYALNI_005219-T1	373
RXLR	PHYALNI_005583-T1	373
RXLR	PHYALNI_006093-T1	373
RXLR	PHYALNI_006111-T1	373
RXLR	PHYALNI_006116-T1	373
RXLR	PHYALNI_008990-T1	373
RXLR	PHYALNI_009560-T1	373
RXLR	PHYALNI_009875-T1	373
RXLR	PHYALNI_011443-T1	373
RXLR	PHYALNI_011577-T1	373
RXLR	PHYALNI_011702-T1	373
RXLR	PHYGONAP_015574-T1	373
RXLR	PHYGONAP_015575-T1	373
RXLR	PHYGONAP_020810-T1	373
RXLR	PHYSUEDO_010615-T1	373
busco	PHYGONAP_001597-T1	375
RXLR	PHYALNI_001150-T1	386
RXLR	PHYGONAP_009299-T1	386
RXLR	PHYGONAP_023361-T1	461
RXLR	PHYGONAP_016767-T1	480
RXLR	PHYSUEDO_000884-T1	480
RXLR	PHYSUEDO_005185-T1	480
RXLR	PHYSUEDO_008512-T1	480
RXLR	PHYSUEDO_009533-T1	490
RXLR	PHYALNI_000564-T1	523
RXLR	PHYALNI_000788-T1	523
RXLR	PHYALNI_000977-T1	523
RXLR	PHYALNI_000985-T1	523
RXLR	PHYALNI_002185-T1	523
RXLR	PHYALNI_002830-T1	523
RXLR	PHYALNI_003427-T1	523
RXLR	PHYALNI_003428-T1	523
RXLR	PHYALNI_003765-T1	523
RXLR	PHYALNI_005465-T1	523
RXLR	PHYALNI_005861-T1	523
RXLR	PHYALNI_006098-T1	523
RXLR	PHYALNI_006273-T1	523
RXLR	PHYALNI_006284-T1	523
RXLR	PHYALNI_007386-T1	523
RXLR	PHYALNI_007668-T1	523
RXLR	PHYALNI_007669-T1	523
RXLR	PHYALNI_008781-T1	523
RXLR	PHYALNI_009400-T1	523
RXLR	PHYALNI_009405-T1	523
RXLR	PHYALNI_010733-T1	523
RXLR	PHYALNI_011156-T1	523
RXLR	PHYSUEDO_003545-T1	542
RXLR	PHYSUEDO_013978-T1	542
RXLR	PHYGONAP_023143-T1	559
RXLR	PHYALNI_010484-T1	567
RXLR	PHYSUEDO_014885-T1	621
RXLR	PHYALNI_005411-T1	624
RXLR	PHYALNI_005413-T1	624
RXLR	PHYALNI_005642-T1	624
RXLR	PHYALNI_005648-T1	624
RXLR	PHYALNI_005653-T1	624
RXLR	PHYALNI_005654-T1	624
RXLR	PHYSUEDO_011832-T1	624
RXLR	PHYGONAP_006557-T1	635
RXLR	PHYSUEDO_001891-T1	635
RXLR	PHYSUEDO_007199-T1	635
RXLR	PHYSUEDO_008385-T1	635
RXLR	PHYALNI_001662-T1	645
RXLR	PHYGONAP_021183-T1	681
RXLR	PHYGONAP_018859-T1	702
RXLR	PHYSUEDO_006766-T1	702
RXLR	PHYSUEDO_005062-T1	703
RXLR	PHYALNI_002248-T1	778
RXLR	PHYALNI_003442-T1	778
RXLR	PHYALNI_009191-T1	778
RXLR	PHYSUEDO_012138-T1	778
RXLR	PHYSUEDO_012139-T1	778
RXLR	PHYALNI_001847-T1	782
RXLR	PHYALNI_002355-T1	782
RXLR	PHYALNI_009318-T1	782
RXLR	PHYALNI_011327-T1	782
RXLR	PHYSUEDO_005963-T1	782
RXLR	PHYGONAP_019316-T1	801
RXLR	PHYGONAP_013978-T1	803
RXLR	PHYSUEDO_003654-T1	803
RXLR	PHYALNI_001451-T1	813
RXLR	PHYGONAP_003078-T1	813
RXLR	PHYGONAP_003079-T1	813
RXLR	PHYGONAP_018157-T1	813
RXLR	PHYSUEDO_010988-T1	813
RXLR	PHYSUEDO_010989-T1	813
RXLR	PHYSUEDO_010991-T1	813
busco	PHYGONAP_000027-T1	814
busco	PHYSUEDO_014837-T1	814
RXLR	PHYALNI_000374-T1	833
RXLR	PHYALNI_002452-T1	833
RXLR	PHYALNI_002453-T1	833
RXLR	PHYALNI_007559-T1	833
RXLR	PHYALNI_008614-T1	833
RXLR	PHYGONAP_017996-T1	833
RXLR	PHYSUEDO_003214-T1	833
RXLR	PHYSUEDO_008380-T1	840
RXLR	PHYSUEDO_008389-T1	840
RXLR	PHYALNI_000803-T1	851
RXLR	PHYGONAP_017922-T1	869
RXLR	PHYGONAP_017595-T1	891
RXLR	PHYSUEDO_000627-T1	907
busco	PHYALNI_003016-T1	913
busco	PHYGONAP_005950-T1	913
busco	PHYSUEDO_005843-T1	913
RXLR	PHYSUEDO_010824-T1	927
RXLR	PHYALNI_005940-T1	975
RXLR	PHYALNI_008772-T1	975
RXLR	PHYALNI_008996-T1	975
RXLR	PHYALNI_007729-T1	993
busco	PHYALNI_001011-T1	1071
busco	PHYGONAP_015220-T1	1071
busco	PHYSUEDO_001227-T1	1071
RXLR	PHYSUEDO_005771-T1	1075
RXLR	PHYALNI_000016-T1	1079
RXLR	PHYALNI_004502-T1	1079
RXLR	PHYALNI_005412-T1	1079
RXLR	PHYALNI_005557-T1	1079
RXLR	PHYALNI_005863-T1	1079
RXLR	PHYALNI_008371-T1	1079
RXLR	PHYALNI_008696-T1	1079
RXLR	PHYALNI_008698-T1	1079
RXLR	PHYALNI_008869-T1	1079
RXLR	PHYALNI_008876-T1	1079
RXLR	PHYALNI_008877-T1	1079
RXLR	PHYALNI_009248-T1	1079
RXLR	PHYALNI_009338-T1	1079
RXLR	PHYSUEDO_003003-T1	1080
RXLR	PHYSUEDO_013963-T1	1080
RXLR	PHYALNI_000282-T1	1111
RXLR	PHYGONAP_004974-T1	1111
busco	PHYALNI_004005-T1	1135
busco	PHYGONAP_013166-T1	1135
busco	PHYSUEDO_004509-T1	1135
RXLR	PHYSUEDO_006888-T1	1147
RXLR	PHYGONAP_019262-T1	1151
RXLR	PHYSUEDO_013527-T1	1151
RXLR	PHYSUEDO_008268-T1	1201
RXLR	PHYSUEDO_011659-T1	1201
RXLR	PHYSUEDO_014977-T1	1201
RXLR	PHYALNI_009931-T1	1225
RXLR	PHYSUEDO_002780-T1	1225
busco	PHYGONAP_015419-T1	1252
busco	PHYSUEDO_002547-T1	1252
RXLR	PHYSUEDO_010547-T1	1338
RXLR	PHYSUEDO_002045-T1	1354
RXLR	PHYSUEDO_002047-T1	1354
RXLR	PHYGONAP_005669-T1	1361
RXLR	PHYSUEDO_010815-T1	1361
RXLR	PHYGONAP_022538-T1	1362
RXLR	PHYSUEDO_014691-T1	1365
RXLR	PHYSUEDO_000183-T1	1381
RXLR	PHYSUEDO_000585-T1	1397
RXLR	PHYGONAP_017429-T1	1416
RXLR	PHYSUEDO_006863-T1	1416
RXLR	PHYSUEDO_010437-T1	1468
RXLR	PHYGONAP_001510-T1	1490
RXLR	PHYGONAP_018040-T1	1490
RXLR	PHYSUEDO_013850-T1	1505
RXLR	PHYSUEDO_015576-T1	1505
RXLR	PHYSUEDO_000494-T1	1590
RXLR	PHYSUEDO_012450-T1	1613
RXLR	PHYSUEDO_002029-T1	1631
RXLR	PHYSUEDO_002773-T1	1640
RXLR	PHYGONAP_016563-T1	1654
RXLR	PHYGONAP_020341-T1	1654
RXLR	PHYGONAP_002932-T1	1664
RXLR	PHYGONAP_002691-T1	1676
RXLR	PHYGONAP_019837-T1	1676
RXLR	PHYSUEDO_010120-T1	1676
RXLR	PHYALNI_004179-T1	1683
RXLR	PHYALNI_005212-T1	1683
RXLR	PHYALNI_006904-T1	1683
RXLR	PHYALNI_008793-T1	1683
RXLR	PHYALNI_009358-T1	1683
RXLR	PHYALNI_009937-T1	1683
RXLR	PHYSUEDO_006769-T1	1683
RXLR	PHYGONAP_024258-T1	1684
RXLR	PHYSUEDO_013699-T1	1684
RXLR	PHYSUEDO_010094-T1	1691
RXLR	PHYALNI_001154-T1	1739
RXLR	PHYALNI_005554-T1	1739
RXLR	PHYALNI_005864-T1	1739
RXLR	PHYALNI_006189-T1	1739
RXLR	PHYALNI_006793-T1	1739
RXLR	PHYALNI_007789-T1	1739
RXLR	PHYALNI_007790-T1	1739
RXLR	PHYALNI_007791-T1	1739
RXLR	PHYALNI_008178-T1	1739
RXLR	PHYALNI_008179-T1	1739
RXLR	PHYALNI_008180-T1	1739
RXLR	PHYALNI_008691-T1	1739
RXLR	PHYALNI_009088-T1	1739
RXLR	PHYALNI_009173-T1	1739
RXLR	PHYALNI_009955-T1	1739
RXLR	PHYALNI_010483-T1	1739
RXLR	PHYGONAP_018773-T1	1739
RXLR	PHYGONAP_019625-T1	1750
RXLR	PHYGONAP_023970-T1	1750
RXLR	PHYSUEDO_008302-T1	1750
RXLR	PHYSUEDO_002082-T1	1761
RXLR	PHYSUEDO_003056-T1	1771
busco	PHYALNI_004453-T1	1792
busco	PHYGONAP_008445-T1	1792
busco	PHYSUEDO_006300-T1	1792
RXLR	PHYALNI_001367-T1	1806
